city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality,food_cost_index,transportation_cost_index,bills_cost_index,hobby_cost_index,education_cost_index,dressing_cost_index,realestate_cost_index
Pitogo,Philippines,5.38,15.25,2.69,1.79,1.44,1.79,0.45,0.36,1.97,0.9,0.81,1.51,10.77,3.59,3.5,2.69,3.59,3.59,3.14,1.61,1.79,1.23,0.54,8.64,1.35,1.79,6.29,1.52,43.98,2.77,1.23,17.18,1.53,23781.48,23878.49,136.25,0.14,146.32,36.85,15.78,5.38,489.58,8770.87,52.62,35.04,77.0,85.98,711.57,560.16,1253.98,974.08,3235.27,2341.93,179.42,6.52,0,77.8989263970193,105.84239810776705,132.2014675283906,99.36385088182945,104.85335964626117,102.19678985437851,103.96590058556754
Kongsberg,Norway,18.5,70.9,14.9,9.76,8.43,4.42,3.49,3.01,2.16,3.08,1.64,2.98,12.06,14.39,19.27,3.19,2.84,3.08,4.11,2.16,2.72,2.52,2.77,17.72,2.88,3.6,14.18,4.42,42.13,10.28,1.23,17.18,2.07,38634.28,37024.52,256.88,0.14,51.38,36.85,15.78,12.33,308.25,3082.52,71.93,30.83,106.18,123.3,873.38,667.88,1438.51,1130.26,3235.27,2341.93,3155.99,3.83,0,176.37852844509604,118.90794055345478,125.32945193732698,109.60293689079595,94.49811339923929,107.62326130104874,105.58740093772917
Morgan City,United States,10.35,43.36,7.0,3.38,4.0,3.5,1.52,0.99,1.15,1.61,1.65,2.35,8.82,7.17,9.92,3.31,1.1,3.31,2.2,2.2,1.65,1.0,1.5,10.0,1.71,2.0,6.5,1.52,43.98,5.0,1.55,20.0,1.36,22000.0,21000.0,120.0,0.2,70.0,36.85,15.78,10.0,489.58,8770.87,55.0,35.04,100.0,125.0,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,6.52,0,118.82773266450363,108.22562476037282,123.74326730373826,107.01707234026813,104.85335964626117,106.45439186827926,103.96590058556754
Ramsey,United States,10.35,43.36,11.0,3.38,7.5,5.25,1.52,2.12,1.15,1.61,2.19,2.35,16.52,7.17,11.72,5.51,2.25,2.36,7.71,1.57,1.52,4.0,0.99,15.0,1.66,2.31,10.0,1.52,90.0,2.77,1.23,17.18,1.36,26500.0,23878.49,365.0,0.14,53.33,36.85,15.78,12.0,489.58,8770.87,44.0,49.5,76.67,95.0,711.57,560.16,1253.98,974.08,6458.35,2341.93,1821.19,6.52,0,145.39830062832596,108.43402819953391,131.8033879190707,109.26800738868515,104.85335964626117,103.83796921981315,105.64694119180784
Rambouillet,France,13.17,54.79,9.48,6.32,7.38,3.42,2.04,1.37,0.81,1.29,1.05,3.02,7.9,10.01,10.54,4.21,2.11,5.27,5.27,3.16,1.52,1.23,2.63,13.17,1.66,2.31,10.54,3.11,80.08,2.0,2.0,22.13,1.69,18967.41,26343.63,147.52,0.14,21.07,73.76,15.78,10.54,489.58,8770.87,98.35,52.69,96.15,79.03,711.57,560.16,1253.98,974.08,3998.96,3050.59,1821.19,2.0,0,142.37087213060343,112.07947267344188,101.2350557187383,116.23399252942274,104.85335964626117,109.53196139067826,105.12414344677562
Canon City,United States,10.35,55.0,5.5,3.38,5.0,5.0,1.52,1.0,0.92,1.65,2.19,2.35,11.02,7.17,11.72,7.99,1.96,7.44,6.61,4.73,1.52,1.43,2.97,15.0,4.29,4.25,6.29,1.52,43.98,5.0,1.23,17.18,1.36,29000.0,28000.0,300.0,0.14,77.0,50.0,15.78,8.0,489.58,8770.87,51.5,42.5,85.0,94.5,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,6.52,0,152.28935876465496,108.88848357795865,134.6558295584462,108.02973551258302,104.85335964626117,104.48172751329227,103.96590058556754
Tortona,Italy,17.39,47.42,8.69,4.21,4.74,1.55,2.11,1.39,1.16,1.05,1.58,2.53,7.9,9.17,15.81,2.16,1.51,1.89,2.48,1.08,1.53,0.84,0.21,4.21,1.05,2.34,6.32,1.52,43.98,5.27,1.21,26.34,2.1,26343.63,28451.12,171.48,0.05,28.57,36.17,15.78,9.65,395.15,8219.21,84.3,36.88,84.3,121.18,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,1.42,0,105.03498307906848,111.88866272753408,91.66074845221492,106.3472699356413,102.93623740473825,108.1855067492372,103.96590058556754
Queensbury,United States,10.35,65.0,9.0,4.25,6.75,5.75,3.99,1.54,0.82,2.82,4.32,2.84,11.0,11.74,8.8,4.55,1.3,5.11,6.01,3.98,3.19,1.5,1.38,14.0,2.84,3.33,11.0,1.52,43.98,2.77,1.23,17.18,1.05,32000.0,30333.33,183.92,0.14,75.0,24.0,15.78,11.0,2000.0,8770.87,40.0,35.0,29.99,225.0,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,6.17,0,160.0109783145444,106.4279034690762,126.06477438680321,102.89979754793042,114.51540220664255,100.59148663012586,103.96590058556754
Porto Calvo,Brazil,4.79,25.87,5.75,1.92,2.3,1.74,1.06,0.71,0.86,1.17,0.93,1.78,9.15,4.15,8.56,1.38,1.04,0.94,1.7,0.84,0.82,0.71,0.63,5.75,1.25,2.07,1.96,0.92,59.14,1.34,1.15,5.75,1.3,17243.36,24447.25,66.94,0.23,21.05,25.87,25.87,5.75,312.94,5577.65,37.68,33.29,69.79,46.94,306.55,248.27,557.54,457.43,1264.51,1101.66,395.29,8.17,1,68.9772074204428,96.47132268758978,96.32501654404906,101.92045938840485,98.67309928875663,95.37787428851938,92.01144655042356
Sandanski,Bulgaria,8.01,19.86,6.01,1.34,2.4,1.16,1.16,0.71,1.26,0.79,1.6,1.73,4.81,5.74,6.95,1.36,1.49,1.07,1.6,0.8,0.37,0.27,0.61,4.54,0.77,1.5,3.21,1.52,0.0,0.53,0.52,6.41,1.56,21953.01,21673.29,81.06,0.16,12.25,16.03,13.36,4.01,277.18,3887.17,41.15,24.04,64.12,64.12,711.57,560.16,1253.98,66.79,641.18,641.18,347.31,3.35,0,57.454793705573145,78.54513464884111,84.44668793891834,83.4033745118661,95.3610240857871,95.31341701315974,90.36236060552812
Fidenza,Italy,10.35,43.36,6.93,3.38,3.94,2.75,1.52,1.12,1.15,1.61,2.19,2.35,9.5,7.17,11.72,2.75,1.55,2.36,2.56,1.57,1.52,1.23,0.99,8.64,1.66,2.31,6.29,1.52,43.98,2.77,1.23,17.18,1.36,23781.48,23878.49,136.25,0.14,146.32,36.85,15.78,8.37,489.58,8770.87,52.62,35.04,77.0,85.98,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,6.52,0,117.57727105692739,105.41035646632407,132.2014675283906,104.82034036602357,104.85335964626117,102.19678985437851,103.96590058556754
Caboolture,Australia,20.39,54.37,6.8,4.42,4.08,3.06,1.36,1.7,1.12,1.94,2.17,4.0,10.16,6.46,14.95,3.23,2.55,2.96,6.73,2.72,2.0,2.55,0.54,9.17,2.82,3.4,24.46,3.66,43.98,2.68,1.47,33.44,1.45,19297.34,17257.92,305.81,0.14,33.3,40.77,15.78,16.31,951.41,4077.48,81.55,30.58,81.55,101.94,951.41,815.5,1698.95,1359.16,3235.27,2341.93,1821.19,3.8,0,143.04248897067856,109.8869580381803,121.00831110329798,114.3046990302753,104.15611279316464,105.51403704139022,107.13427059500918
Prior Lake,United States,10.35,43.36,7.5,3.38,4.25,4.5,1.52,1.99,1.15,1.61,6.61,2.35,11.01,7.17,11.72,5.06,2.52,3.3,3.3,3.03,3.3,3.0,2.0,11.0,2.86,3.0,11.25,1.52,43.98,2.77,1.23,17.18,1.36,23000.0,25000.0,235.39,0.14,60.0,36.85,15.78,10.25,489.58,8770.87,37.5,52.5,107.5,142.5,711.57,560.16,1253.98,974.08,3235.27,2341.93,4700.0,6.52,0,151.04283786342515,105.45615236246508,126.45799230565595,107.32192640192724,104.85335964626117,107.86156342918235,103.96590058556754
Maple Valley,United States,17.0,85.0,14.0,8.0,12.0,5.88,2.88,1.72,1.15,1.61,8.8,2.35,15.19,7.17,26.41,6.8,1.52,5.99,7.1,3.41,3.73,1.62,3.5,10.47,1.66,3.99,10.14,2.75,63.0,2.6,1.68,30.0,1.35,23781.48,23878.49,195.0,0.14,72.5,65.0,15.78,14.75,489.58,8770.87,60.86,49.99,79.5,112.5,2039.0,560.16,2900.0,974.08,1345.49,1184.03,1821.19,6.52,0,179.09807564520162,111.83251094164402,126.47461868480059,118.82215350469559,104.85335964626117,107.21723961847879,104.77260085491184
Wangen im Allgau,Germany,15.81,36.88,7.38,3.37,3.69,3.16,3.16,3.16,0.95,3.16,1.69,2.97,15.81,11.06,15.81,2.63,1.63,3.16,3.16,2.11,1.58,1.21,0.26,5.27,1.05,1.0,7.9,1.48,43.98,2.77,1.23,17.18,2.21,23781.48,23878.49,398.99,0.14,43.73,47.42,15.78,10.54,489.58,8770.87,42.15,21.07,47.42,52.69,790.31,526.87,1053.75,737.62,6322.47,4214.98,2571.14,2.5,0,123.93456032079814,107.0934324654711,129.9801065509562,110.77988596058604,104.85335964626117,91.51864983747005,106.03131007487991
Dodge City,United States,10.35,43.36,9.0,3.38,4.0,3.62,1.52,1.17,1.15,1.61,2.99,2.35,8.71,7.17,11.72,4.58,3.21,3.28,2.06,2.74,2.17,1.71,2.0,15.0,1.43,3.5,6.25,1.52,43.98,1.99,1.23,17.18,1.36,23781.48,20000.0,99.0,0.14,56.0,36.85,15.78,10.62,489.58,8770.87,50.0,35.04,64.5,50.0,711.57,560.16,1253.98,974.08,3235.27,2341.93,3625.0,6.52,0,137.62829266141904,103.54710675202632,110.87681201638479,107.75973039758037,104.85335964626117,97.37235695858134,103.96590058556754
McHenry,United States,15.0,80.0,8.0,2.0,5.5,3.88,2.0,1.42,0.81,2.57,3.47,2.16,6.61,8.33,15.02,4.68,1.3,2.18,1.74,2.45,2.13,1.5,1.0,5.0,2.51,2.8,8.5,1.52,43.98,2.5,1.09,17.18,1.18,38000.0,34000.0,104.28,0.14,68.75,36.85,15.78,10.0,489.58,8770.87,37.5,30.0,85.0,80.0,1561.0,560.16,1253.98,974.08,3235.27,2341.93,5625.0,5.0,0,130.83003621888918,107.08557761205664,115.16043162597207,107.01707234026813,104.85335964626117,99.27014261634301,105.8763775820387
Falconara Marittima,Italy,10.35,43.36,6.93,3.38,3.94,2.75,1.52,1.12,1.15,1.61,2.19,2.35,9.5,7.17,11.72,2.75,1.55,2.36,2.56,1.57,1.52,1.23,0.99,8.64,1.66,2.31,6.29,1.52,43.98,2.77,1.23,17.18,1.36,23781.48,23878.49,136.25,0.14,146.32,36.85,15.78,8.37,489.58,8770.87,42.15,42.15,84.3,85.98,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,6.52,0,117.57727105692739,105.41035646632407,132.2014675283906,104.82034036602357,104.85335964626117,102.53160606917595,103.96590058556754
Coffs Harbour,Australia,10.19,50.97,8.83,3.4,5.1,2.89,2.04,1.6,1.11,2.23,1.89,2.88,5.86,6.97,11.33,2.9,2.44,2.48,4.26,1.95,1.88,2.39,1.87,12.23,3.71,3.91,25.48,2.49,114.67,2.72,1.7,33.71,1.34,21746.55,20908.76,121.47,0.15,50.37,29.91,14.96,12.23,1433.91,17628.97,73.62,36.7,106.69,110.19,749.8,594.63,1172.27,736.21,3235.27,2341.93,3393.52,3.66,0,140.44991087607306,113.45917558913376,113.66915097859024,106.2674349952117,117.02377910996876,108.18623884868367,103.3936659425516
Ruzomberok,Slovakia,5.22,24.24,4.74,1.58,1.05,1.58,1.05,0.74,0.79,0.76,0.86,1.58,7.38,3.16,10.54,1.25,1.43,1.52,2.11,0.87,0.63,0.84,0.78,3.69,0.84,0.88,3.37,0.53,12.12,1.05,1.32,7.9,1.44,16859.92,19494.29,133.47,0.05,18.34,33.72,4.21,6.85,316.12,15806.18,39.52,29.5,72.88,89.57,379.35,295.05,684.93,526.87,1390.94,2436.79,867.23,2.2,0,57.449610341146894,88.87282690201123,80.09941202507274,84.93778078230868,105.89373451603791,99.23767280309755,95.95584346972595
Waterville,United States,31.0,92.0,12.5,8.0,7.0,6.0,2.0,1.0,1.06,3.31,9.92,5.0,17.64,19.84,16.53,8.82,1.55,8.82,7.69,6.61,5.51,5.0,3.0,17.0,1.66,2.31,7.5,3.25,35.0,7.25,1.23,17.18,1.17,23781.48,22000.0,115.0,0.14,95.0,165.0,15.78,16.25,489.58,8770.87,43.0,29.99,75.0,150.0,1000.0,1000.0,1600.0,1825.0,4553.13,2960.08,5583.33,4.94,0,195.6125578261545,110.03693196545564,122.17946351432786,131.5188401691531,104.85335964626117,103.27829256315793,109.72275976943237
Shelby,United States,10.35,43.36,7.5,3.38,3.94,2.75,1.52,1.12,1.15,1.61,2.19,2.35,11.02,7.17,11.72,2.75,1.74,2.36,5.07,1.57,2.2,2.0,0.99,7.0,1.66,2.31,5.75,1.52,43.98,2.77,1.23,17.18,1.36,23781.48,18866.67,159.5,0.14,60.0,45.0,0.0,12.0,489.58,8770.87,38.0,31.33,73.33,85.0,711.57,560.16,1253.98,974.08,1399.31,2341.93,1821.19,6.52,0,124.37241454698383,104.5462177613041,119.97303498834373,77.67547477545625,104.85335964626117,99.07954101517971,101.92769093239887
Iglesias,Italy,10.35,43.36,6.93,3.38,3.94,2.75,1.52,1.12,1.15,1.61,2.19,2.35,9.5,7.17,11.72,2.75,1.55,2.36,2.56,1.57,1.52,1.23,0.99,8.64,1.66,2.31,6.29,1.52,43.98,2.77,1.23,17.18,1.36,23781.48,23878.49,136.25,0.14,146.32,36.85,15.78,8.37,489.58,8770.87,52.62,35.04,77.0,85.98,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,6.52,0,117.57727105692739,105.41035646632407,132.2014675283906,104.82034036602357,104.85335964626117,102.19678985437851,103.96590058556754
Hermanus,South Africa,8.55,17.11,4.7,1.88,2.14,1.62,1.03,0.63,1.06,0.87,1.17,1.93,6.08,4.85,5.27,1.28,0.83,1.43,1.03,0.71,0.74,0.91,0.68,3.99,1.0,2.57,1.8,1.52,43.98,0.86,0.68,17.18,1.23,10264.82,12545.89,91.24,0.06,68.43,14.26,3.14,4.85,145.42,3421.61,32.79,27.37,62.7,49.04,541.75,484.73,912.43,712.83,3235.27,2341.93,399.19,7.0,0,62.62070010745215,93.13469296312064,98.73892689628693,66.42942398140771,90.05674445028096,92.88407590284437,101.41850319268613
Ocean,United States,20.0,72.5,7.5,5.0,6.0,4.5,2.0,1.5,1.06,2.81,4.89,2.35,8.81,11.02,11.99,4.39,0.73,7.59,9.37,4.29,2.2,1.99,2.5,13.0,4.29,4.5,7.75,1.52,43.98,3.0,3.11,10.0,1.3,29000.0,25000.0,175.78,0.1,100.0,10.0,15.78,9.5,489.58,8770.87,19.99,10.0,69.67,95.0,987.5,750.0,1500.0,1325.0,3235.27,2341.93,2200.0,3.0,0,165.4032302596056,107.8510417643489,124.49755611754388,90.28133265855118,104.85335964626117,88.28010278297526,106.65642156089626
Waynesboro,United States,11.0,50.0,8.0,5.0,5.0,4.0,2.8,2.9,0.79,3.86,1.96,2.9,13.21,12.54,6.37,4.34,1.08,2.62,4.39,1.96,2.03,2.29,1.19,8.0,2.14,1.99,7.54,1.52,43.98,2.77,1.23,17.18,0.98,23781.48,23878.49,200.0,0.14,65.0,36.85,15.78,11.0,489.58,8770.87,40.0,45.0,72.5,80.0,1600.0,1400.0,2500.0,2500.0,3235.27,2341.93,1821.19,6.52,0,141.4545022336897,104.20836159125744,125.07696160438925,108.19376821740424,104.85335964626117,101.21755784295729,112.13400746156299
Segezha,Russia,8.0,27.2,4.8,3.38,3.94,2.75,1.52,1.12,1.12,0.8,2.19,1.63,9.5,5.6,9.6,2.4,2.4,2.4,5.6,1.12,0.72,0.96,0.99,7.2,1.66,2.31,6.29,1.52,43.98,2.77,1.23,17.18,1.36,23781.48,23878.49,136.25,0.14,146.32,36.85,15.78,8.37,489.58,8770.87,52.62,35.04,77.0,85.98,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,19.0,0,105.20524557909606,105.41035646632407,132.2014675283906,104.82034036602357,104.85335964626117,102.19678985437851,103.96590058556754
Az Zabadani,Syria,3.25,10.0,6.75,1.5,1.5,0.63,0.48,0.34,0.69,0.43,0.98,1.23,3.36,3.24,8.83,0.67,1.2,0.41,0.48,0.45,0.75,0.38,0.33,1.95,0.62,1.49,2.45,1.52,43.98,0.6,0.22,1.41,0.7,40000.0,27209.79,24.67,0.02,35.9,36.85,15.78,2.0,96.77,8770.87,20.0,48.33,49.07,35.93,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,6.97,0,12.383634771712593,84.26529279198228,47.8924389415677,87.14701271016541,93.72310968309684,89.86553035687895,103.96590058556754
Thomasville,United States,10.35,40.0,7.0,15.0,3.88,7.0,1.52,1.5,1.15,1.61,2.19,2.35,9.5,7.17,11.72,2.75,1.55,2.36,2.56,1.57,1.52,1.23,0.99,8.64,1.66,2.31,6.29,1.52,43.98,2.77,1.23,17.18,1.36,23781.48,10000.0,400.0,0.14,120.0,20.0,0.0,15.0,489.58,8770.87,50.0,20.0,125.0,150.0,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,6.52,0,128.26970088926433,102.217655570599,146.84209719329135,70.41868282893093,104.85335964626117,104.8848611059703,103.96590058556754
Cesenatico,Italy,12.64,47.42,8.69,4.21,4.21,1.61,2.11,0.99,1.16,1.05,1.58,2.53,7.9,10.54,15.81,2.16,1.79,3.16,3.16,2.11,1.58,0.84,0.21,4.21,1.05,3.42,6.85,1.52,43.98,2.77,1.23,17.18,2.1,26343.63,23878.49,245.87,0.05,33.37,36.85,15.78,9.48,395.15,8219.21,87.81,52.69,84.3,121.18,632.25,526.87,1053.75,843.0,3235.27,2341.93,1821.19,1.42,0,110.75804822387417,107.37929760174832,100.252428013584,106.35778836934638,102.93623740473825,110.67536719108516,102.75496040158836
Samokov,Bulgaria,6.14,21.37,5.34,0.8,1.07,1.07,1.07,0.4,0.89,1.61,1.6,1.28,6.41,7.17,11.72,2.75,1.34,1.15,1.6,0.53,0.61,0.48,0.45,4.27,0.64,1.07,2.94,1.52,43.98,2.77,0.47,2.67,1.36,23781.48,23878.49,136.25,0.14,10.69,18.7,16.03,8.37,489.58,8770.87,52.62,35.04,42.75,85.98,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,3.27,0,54.08500141970411,95.05268662218172,88.60481427645661,96.63973983850617,104.85335964626117,98.51140491300433,103.96590058556754
Marquette,United States,16.0,52.0,8.97,3.92,5.25,3.98,2.39,1.0,0.95,4.4,1.91,2.5,8.7,7.72,13.23,4.4,1.34,3.31,4.54,2.76,2.2,1.69,1.25,9.62,2.86,2.75,9.69,1.52,43.98,4.65,3.11,60.0,1.11,19995.0,25250.0,88.04,0.14,65.0,60.0,15.78,10.0,489.58,8770.87,42.5,30.0,73.75,62.5,1000.0,775.0,1700.0,1700.0,3235.27,2341.93,2916.67,5.43,0,143.64022544768554,114.124056100864,111.40512280604797,113.03559241069132,104.85335964626117,97.61879099848946,107.67718241368883
Karoi,Zimbabwe,10.35,43.36,6.93,3.38,3.94,2.75,1.52,1.12,1.15,1.61,2.19,2.35,9.5,7.17,11.72,2.75,1.55,2.36,2.56,1.57,1.52,1.23,0.99,8.64,1.66,2.31,6.29,1.52,43.98,2.77,1.23,17.18,1.36,23781.48,23878.49,136.25,0.14,146.32,36.85,15.78,8.37,489.58,8770.87,52.62,35.04,77.0,85.98,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,6.52,0,117.57727105692739,105.41035646632407,132.2014675283906,104.82034036602357,104.85335964626117,102.19678985437851,103.96590058556754
Sedalia,United States,10.35,43.36,8.5,3.38,5.0,1.9,1.52,1.0,1.15,1.61,4.85,2.35,5.51,7.17,11.72,5.51,1.21,2.18,3.51,4.83,1.52,1.19,1.99,11.0,1.66,2.75,5.0,1.52,43.98,4.0,1.23,17.18,1.36,23000.0,21000.0,207.94,0.1,88.0,36.85,15.78,9.5,489.58,4550.0,30.0,32.5,55.0,50.0,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,6.52,0,130.16951596530868,106.16444196176636,125.16709652718748,106.38380726664774,100.34754187515553,92.70385644535142,103.96590058556754
Batavia,United States,15.0,80.0,8.0,3.5,5.5,3.88,2.0,1.67,0.81,2.57,1.76,2.16,8.82,7.17,14.33,4.19,1.46,4.41,2.85,2.45,1.98,1.5,1.5,12.0,2.51,2.8,9.0,1.52,43.98,2.5,1.09,17.18,1.18,39000.0,28000.0,125.0,0.25,68.75,10.0,15.78,10.0,489.58,8770.87,45.0,35.0,100.0,100.0,800.0,560.16,1253.98,974.08,3235.27,2341.93,2000.0,5.45,0,141.17736678222883,106.46867220639082,127.84130665655914,90.91459773217157,104.85335964626117,103.79288321855397,104.25076184941298
Frauenfeld,Switzerland,23.51,106.85,16.03,6.68,5.24,5.54,4.36,4.04,1.76,3.94,2.85,6.15,24.25,22.57,50.48,3.74,2.97,2.71,4.44,3.7,3.74,3.21,1.03,13.89,2.01,2.0,9.08,3.31,106.85,7.16,4.81,74.79,1.99,31679.55,36327.31,176.51,0.27,57.67,64.11,37.4,19.23,2777.97,18519.8,106.85,64.11,130.5,160.27,1388.99,961.61,2030.06,974.08,8013.38,6998.35,5876.48,1.43,0,189.03038271076804,129.3896217841321,131.94498063677685,132.58011048662112,121.90241213556351,117.62104760673232,112.94594209543477
Bad Honnef am Rhein,Germany,10.35,43.36,6.93,3.38,3.94,2.75,1.52,1.12,1.48,2.11,0.99,2.48,6.32,5.08,7.38,3.16,3.05,3.05,2.53,1.05,1.52,1.23,1.53,10.54,1.66,2.31,9.48,2.63,43.98,6.32,1.23,36.88,1.36,16859.92,21074.9,421.5,0.32,146.32,63.22,15.78,12.64,526.87,8770.87,21.07,36.88,52.69,105.37,895.68,737.62,2634.36,2002.12,5268.73,4214.98,2423.61,6.52,0,117.00942549587921,111.52952558896662,164.7930096334822,116.57341973663098,105.35732041211249,95.68273187951874,111.36709463486504
Cabot,United States,7.0,35.0,7.0,3.38,4.5,3.0,1.0,1.1,1.07,2.97,2.81,1.92,16.15,12.06,28.64,5.03,2.9,5.2,4.39,4.25,4.25,2.08,2.1,25.5,1.66,2.31,7.28,1.52,43.98,8.0,1.23,17.18,1.06,29097.5,25283.5,193.33,0.14,35.0,40.0,15.78,8.5,489.58,8770.87,72.0,44.0,80.0,125.0,711.57,560.16,1253.98,974.08,1614.59,2341.93,6666.67,5.6,0,152.78736999168052,109.3363301362462,114.19719015958279,106.0232829522246,104.85335964626117,108.16976123310025,102.2756922856851
Neenah,United States,5.0,35.0,7.0,4.75,6.0,4.14,2.28,1.33,0.73,2.3,3.94,1.46,8.21,7.71,8.65,5.23,1.31,4.77,3.66,2.39,2.16,1.78,1.45,12.0,2.23,2.0,8.0,2.0,43.98,2.75,1.3,21.0,0.99,19995.0,19826.0,177.58,0.1,62.5,36.85,15.78,12.0,712.0,7300.0,37.5,35.0,77.5,65.0,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,5.04,0,133.79535723962306,104.84683612021813,116.83597764346014,109.26800738868515,106.16443263407825,98.35660668353377,103.96590058556754
Lake City,United States,10.35,43.36,7.0,3.38,6.5,2.0,1.52,1.0,1.15,1.61,2.2,2.35,4.85,7.17,11.72,2.43,1.1,2.65,2.2,1.48,1.1,1.0,1.5,12.0,1.66,2.66,8.0,1.22,50.0,2.0,1.19,20.0,1.36,18000.0,20000.0,70.0,0.07,50.0,36.85,8.0,10.0,489.58,20000.0,42.0,26.0,60.0,78.0,711.57,560.16,1253.98,974.08,3229.17,2341.93,1821.19,6.52,0,114.34383870266272,102.64413149260848,91.66352482399684,98.63043831933064,110.51247765770776,96.74366326064275,103.96131109060403
Almunecar,Spain,9.48,28.45,3.16,2.37,2.37,1.95,2.11,1.42,0.84,1.79,1.74,2.9,7.06,5.16,5.27,1.23,1.26,1.08,1.54,1.56,1.17,0.73,0.63,3.95,0.82,1.11,4.74,1.05,15.81,3.16,1.05,25.01,1.52,20548.03,20837.81,63.22,0.15,18.97,31.61,11.33,8.43,449.95,8192.87,70.6,31.61,73.76,91.68,632.25,526.87,1159.12,800.85,1814.79,895.68,1790.52,3.0,0,79.55982108255553,100.95320388221457,86.51656698228916,98.92479223127171,103.80581629324884,103.5252870052884,99.11867764401708
Uherske Hradiste,Czech Republic,6.49,19.47,4.33,1.95,2.16,1.95,0.87,0.87,0.81,0.87,1.37,1.67,7.35,5.61,7.79,1.25,1.18,1.4,1.95,0.84,0.75,0.94,0.43,4.33,0.65,1.73,4.56,2.42,43.26,2.16,0.82,12.98,2.01,19033.78,21196.69,321.74,0.13,21.63,49.75,10.17,6.49,432.59,27252.91,68.13,29.73,93.01,80.75,711.57,560.16,1253.98,974.08,3374.17,2379.22,1821.19,5.61,0,64.99054546101402,103.80678674405205,113.4302318896814,99.96173985717432,111.78717897164174,103.5754835377851,104.10654464581663
Pfaffenhofen,Germany,14.75,63.22,8.43,3.79,4.0,2.11,2.0,2.0,1.46,2.1,2.63,3.78,9.8,9.48,12.64,3.69,3.15,2.36,2.56,3.69,1.52,1.84,0.83,8.43,1.26,2.0,7.9,1.52,108.54,3.69,1.23,17.18,2.21,23781.48,23878.49,136.25,0.14,41.1,83.25,36.88,16.86,305.59,8770.87,115.91,68.49,167.55,209.7,711.57,560.16,1317.18,1001.06,6849.34,6059.04,1821.19,6.52,0,137.22812296529384,111.5569083170126,111.04390163318867,134.0087711345755,101.61767548176128,121.79348119430344,108.28755082735344
Boone,United States,12.0,46.0,10.39,6.0,7.0,4.67,2.99,2.0,1.08,4.14,4.78,2.5,9.61,13.78,15.1,3.27,1.22,3.17,3.2,2.77,1.84,1.81,1.25,8.0,1.66,4.51,6.0,1.52,43.98,2.77,1.23,17.18,1.17,28000.0,27500.0,193.89,0.25,49.75,25.0,20.0,9.5,625.0,12000.0,34.75,109.0,54.67,51.33,1405.0,999.67,2712.33,2445.67,6189.25,2690.98,4250.0,4.46,0,152.57809184499874,105.97533551607985,129.76598333350887,104.51968011740766,108.6820137884418,101.33005915033739,113.05910229108923
Mizdah,Libya,6.17,35.12,4.12,0.86,0.86,0.59,0.54,0.19,0.92,0.36,1.09,1.46,6.08,4.03,8.33,1.83,1.15,0.83,0.6,0.62,0.57,0.51,0.27,1.54,0.69,0.77,2.37,1.52,43.98,1.03,0.62,6.17,0.03,12345.68,11016.24,18.26,0.05,23.1,36.85,15.78,5.07,63.52,1157.41,38.07,28.85,48.7,63.79,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,15.5,0,21.094053637179627,76.27952544371902,50.80019070196487,98.63114819174848,76.92875507816743,94.21335812379043,103.96590058556754
Northport,United States,16.0,40.0,11.0,4.0,7.0,5.0,2.0,2.0,0.92,2.2,4.68,2.0,12.13,15.41,14.68,6.2,2.03,6.14,6.06,6.34,4.39,1.99,2.35,20.0,2.84,2.99,13.0,1.52,43.98,3.25,1.86,20.0,1.15,24800.0,23750.0,259.68,0.14,60.0,36.85,15.78,13.5,1100.0,8770.87,55.0,35.0,90.0,111.25,711.57,560.16,4500.0,3500.0,3235.27,2341.93,1821.19,5.52,0,171.51793102979966,107.58985682480369,128.09433504574716,110.72215229469604,110.4110161249308,105.05751068389732,110.18359192706271
